file,context,source,translation,category,suggested_check
st_Chinese.ts,StExtrudeFaceDialog,"Extrude fail, may be parameter error",推出操作失败，参数错误,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFaceDialog,Resistance and reactance cannot both be zero!,电阻和电抗不能同时为零！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFaceDialog,"The name is empty, please input a valid name.",名称为空，请输入名称。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFaceDialog,"The name cannot contain ""::part"".",名字不能包含“::part”.,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFaceEditorDialog,"The name is empty, please input a valid name.",名称为空，请输入名称。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFaceEditorDialog,"The name cannot contain ""::part"".",名字不能包含“::part”.,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFaceEditorDialog,Resistance and reactance cannot both be zero!,电阻和电抗不能同时为零！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFaceSnapshotDialog,"The snapshot name is empty, please enter a name.",快照名称为空，请输入名称。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFaceSnapshotDialog,"The starting point is wrong, please enter the correct value, such as (X1, Y1, Z1).","起始点错误，请输入一个正确的值，如(X1, Y1, Z1)。",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFaceSnapshotDialog,"The center point is wrong, please enter the correct value, such as (X1, Y1, Z1).","中心点错误，请输入正确的值，如(X1, Y1, Z1)。",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFaceSnapshotDialog,"The U axis is wrong, please enter the correct value, such as (X1, Y1, Z1).","U轴错误，请输入一个正确的值，如(X1, Y1, Z1)。",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFaceSnapshotDialog,"The V axis is wrong, please enter the correct value, such as (X1, Y1, Z1).","V轴错误，请输入一个正确的值，如(X1, Y1, Z1)。",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFaceSnapshotDialog,"The corner 1 parameter is wrong, please enter a valid value and do not include Chinese characters.",角点1的参数错误，请输入有效值，不能包含中文字符。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFaceSnapshotDialog,"The corner 2 parameter is wrong, please enter a valid value and do not include Chinese characters.",角点2的参数错误，请输入有效值，不能包含中文字符。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFaceSnapshotDialog,"Rectangle size is wrong, please enter a valid value and do not include Chinese characters.",矩形尺寸错误，请输入一个有效的值，不能包含中文字符。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFaceSnapshotDialog,"Radius is wrong, please enter a valid value and do not include Chinese characters.",半径错误，请输入有效值，不能包含中文字符。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFaceSnapshotDialog,"There is not record field, please correct them.",未找到场的结果，请检查。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFaceThickenDialog,"Thickness is wrong, please re-enter.",厚度错误，请重新输入。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFarFieldAngleDialog,You cannot set an Angle other than the value in the drop-down box. Select the correct Angle from the drop-down box.,不能设置下拉框中数值以外的角度，请从下拉列表框中选择正确的角度。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFarFieldDialog,Frequency parameters error.,频率参数错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFarFieldReportDialog,Can't plot graphs with more than 2 data types.,无法绘制包含2种以上数据类型的图表。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFarFieldReportDialog,Far-field file does not exist.,远场结果不存在。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StFarFieldReportDialog,The far-field simulation result failed to be read because the far-field simulation data was deleted or was not generated.,读取远场仿真结果失败，请检查远场仿真数据是否被删除，或未生成远场仿真数据。,仿真/求解,先运行验证，检查频率、求解器、Domain、材料、端口/激励是否完整；查看详细日志定位失败阶段。
st_Chinese.ts,StFarFieldReportDialog,"Far-field result does not exist, far-field data is missing or not generated.",远场结果不存在，可能是数据丢失或没有生成。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFarFieldReportDialog2,Can't plot graphs with more than 1 data types.,无法绘制超过1种数据类型的图表。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFarFieldWindow,Export failed! Please check if the file path has write permissions.,导出失败！请检查该文件路径是否有写入权限。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StFarFieldWindow,"The FFmpeg path does not exist, please set it first.",FFmpeg路径不存在，请先设置。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StFarFieldWindow,"The FFmpeg executable does not exist, please check.",FFmpeg可执行文件不存在，请检查。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StFarFieldWindow,Phase cannot be equal to zero.,相位不能为零。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFiguresWindow,Export snp error,导出snp错误,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StFiguresWindow,S-parameters not found. The reason may be: the S-parameter file has been deleted or S-parameter results have not been generated.,S参数不存在。原因可能是：S参数文件被删除或S参数结果未产生。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StFiguresWindow,Port name is empty.,端口名称为空。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StFiguresWindow,The port name cannot be empty.,端口的名称不能为空。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StFiguresWindow,"Failed to read the imported file, please check the file format.",导入文件读取失败，请检查文件格式。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StFiguresWindow,"The copied data and the data type drawn in the original image are different, please check.",拷贝数据和原图中绘制的数据类型不同，请检查。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFiguresWindow,"Cannot export to column format, ensure all data series share the same X-axis array.",无法导出为列格式，请确保所有数据系列共享相同的X轴数组。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StFiguresWindow,[%1] Cannot paste,[%1] 不能粘贴,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFiguresWindow,No Smith chart data found.,不存在史密斯图数据。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFiguresWindow,Formula parsing error in the circuit result diagram:,电路结果图中的公式解析错误：,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFiguresWindow,Formular Parser,解析失败,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFiguresWindow,Linked marker point naming cannot use its own marker point name. Please input a different marker point name.,联动标记点命名不允许输入自身标记点名称，请输入其他标记点名称。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFootprintTemplateDialog,Error,错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFourierDialog,"Time range is wrong, please make sure that the end time scale is greater than the start time.",时间范围输入错误，请确保结束时间大于起始时间。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFourierDialog,"Frequency range is wrong, please re-enter.",频率范围错误，请重新输入。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFourierDialog,"All the data within this range are 0, cannot be viewed in dB.",范围内所有数据都为0，无法查看dB形式。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFreqDomainWidget,Error Tolerance,插值误差,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFreqDomainWidget,The start frequency imput format is wrong.,起始频率输入格式错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFreqDomainWidget,Multi-frequency format error.,多频点格式错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFreqDomainWidget,Frequency Error,频率错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFreqDomainWidget,The frequency parameter is incorrectly set.,频率参数设置错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFreqDomainWidget,"Start frequency and end frequency is same, please change it.",起始频点和终止频点不能相等，请改变它们。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFreqDomainWidget,Wavelength Error,,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFreqPulseDialog,Error Tolerance:,插值误差,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFreqPulseDialog,"The minimum or maximum frequency value cannot be negative, please make sure to enter a non-negative frequency value.",最小和最大频率不能小于0。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFreqPulseDialog,Multi-Frequencies error,多频点错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFreqPulseDialog,Frequency points error,频率点数错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFreqPulseDialog,Frequency steps error,频率步长错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFreqPulseDialog,Error Tolerance,插值误差,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFreqPulseDialog,The start frequency imput format is wrong.,起始频率输入格式错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFreqPulseDialog,Error,错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFreqPulseDialog,The time factor is incorrectly set.,时间因子设置错误。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFreqPulseDialog,File format error.,文件格式错误。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StFreqPulseDialog,Failed to obtain the maximum and minimum frequency from the data. Please check the source data.,从数据中获取最大最小频率失败，请检查源数据。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFreqPulseDialog,warning,警告,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFreqPulseDialog,The frequency parameter is incorrectly set.,频率参数设置错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFreqPulseDialog,"The time step cannot exceed 100,000",时间步长不能超过十万,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StFreqPulseDialog,Data format error!,数据格式错误！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFreqPulseDialog,"Time Factor set error, please set again!",时间因子设置错误，请重新输入！,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StFreqPulseDialog,Frequency Error,频率错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StGraphHandleDialog,"The curve name is already in empty, please re-enter a new curve name.",曲线名称为空，请重新输入新的曲线名称。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StGraphHandleDialog,Axis tick can't  <= 0 or >= 360,轴刻度不能≤0或≥360,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StGraphHandleDialog,Radial axis range minimum and maximum cannot be identical.,径向轴范围最小值与最大值不能相同。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StGraphHandleDialog,X-axis range minimum and maximum cannot be identical.,X轴范围最小值与最大值不能相同。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StGraphHandleDialog,Y-axis range minimum and maximum cannot be identical.,Y轴范围最小值与最大值不能相同。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StGraphHandleDialog,Y-axis2 range minimum and maximum cannot be identical.,Y2轴范围最小值与最大值不能相同。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StGraphPlot,Plot Data is invalid.,绘图数据无效。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StGraphPlot,Calculate The Curve Error,计算曲线误差,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,StGraphPlot,Calcuate The Curve Error,计算曲线误差,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,StGraphPlot,Curve Error Comparison,比较曲线差异,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,StGraphicsTmpTextItem,Circuit component name cannot be empty.,电路元件名字不能为空。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StGraphicsTmpTextItem,Circuit component name cannot contain Chinese characters.,电路元件名字不能包含中文字符。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StGraphicsTmpTextItem,Circuit component name cannot contain whitespace characters.,电路元件名字不能包含空白字符。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StHybridMeshDialog,Boolean Operation Relative Error,布尔操作关联错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StIBISSettingDialog,Error,错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StIBISSettingDialog,The circuit component name is empty.,电路元件名称为空。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StIBISSettingDialog,Component name cannot contain Chinese characters.,元件名不能包含中文字符。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StIBISSettingDialog,Component names cannot contain whitespace.,元件名中不能包含空格。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StIBISSettingDialog,"Duplicate component names, please check and modify the component names.",元件名称重复，请检查并修改元件名。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StImageModelCourPointItem,"The number of points in the outline is less than the required number, and further removal of points is not allowed.",轮廓中的点数小于所需数量，不允许继续删除点。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StImageModelDialog,open is failed,打开失败,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StImportMeshDialog,Relative Error,相对误差,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StImportMeshWidget,Relative Error,,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StInitValueDialog,Failed to add a solid initial value. Please select a solid,无法为实体添加初始值，请选择一个实体,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,StInitValueDialog,"The initial value is empty, please enter a valid value.",初始值为空，请输入有效值。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StInitValueDialog,"The initial value name is empty, please enter a name.",初始值名称为空，请输入名称。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StInsertLayerDialog,warning!,警告！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StInsertLayerDialog,Name cannot be empty!,名称不能为空！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StInsertLayerDialog,Thickness cannot be empty!,厚度不能为空！,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StLayoutCanvasMenuManager,Cannot paste while simulating or meshing.,正在仿真或者剖分网格中，不能粘贴。,网格,检查网格类型、求解器是否匹配，查看病态网格；适当调整 3D 网格、波端口网格或自适应网格参数。
st_Chinese.ts,StLayoutComponentDialog,Error,错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StLayoutComponentEditorDialog,Error,错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StLayoutComponentWidget,Error,错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StLayoutPartDialog,Error,错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StLayoutPartDialog,"Part name is empty, please give a part name.",器件名称为空，请输入器件名称。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StLayoutProjTree,Cannot paste while simulating or meshing.,正在仿真或者剖分网格中，不能粘贴。,网格,检查网格类型、求解器是否匹配，查看病态网格；适当调整 3D 网格、波端口网格或自适应网格参数。
st_Chinese.ts,StLayoutProjTree,Wire Bond cannot be inserted because there are no wire bond layer definitions availabled.,键合线不能插入，因为没有定义可用的键合线层。,几何/选择,检查当前选择模式和对象类型；面/线/点数量是否满足操作要求，曲面、非共面或非闭合曲线常会导致失败。
st_Chinese.ts,StLayoutWavePortDialog,Error,错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StLineCaculationDialog,Failed to save file.,文件保存失败。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StLineCaculationDialog,Failed to open file.,打开文件失败。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StLineCaculationDialog,Invalid JSON format.,无效的JSON格式。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StLinePropertyDialog,Can't plot graphs with more than 2 datatypes or 2 yaxis.,无法绘制超过2种数据类型或2个Y轴的图表。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StLinePropertyDialog,Can't plot graphs with more than 2 data types.,无法绘制超过2种数据类型的图表。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StLinePropertyDialog,Waring,警告,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StLinePropertyDialog,Port name is empty.,端口名称为空。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StLoadDXFDialog,Red mean no layer information or polygon point error,红色表示没有层信息或多边形点错误,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StLoadDXFDialog,Red mean no layer info or polygon error,红色表示没有层信息或多边形错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StLoadDxfLayoutDialog,Red mean no layer information or polygon point error,红色表示没有层信息或多边形点错误,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StLoadDxfLayoutDialog,wrong layer tech file.,层工艺文件错误。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StLoadDxfLayoutDialog,wrong die tech file.,芯片工艺文件错误。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StLoadGDSDialog,Red mean no layer information or polygon point error,红色表示没有层信息或多边形点错误,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StLoadGDSDialog,Red mean no layer info or polygon error,红色表示没有层信息或多边形错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StLoadGdsLayoutDialog,Red mean no layer information or polygon point error,红色表示没有层信息或多边形点错误,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StLoadGdsLayoutDialog,wrong layer tech file.,层工艺文件错误。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StLoadGdsLayoutDialog,wrong die tech file.,芯片工艺文件错误。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StLoadGerberDialog,wrong layer tech file.,层工艺文件错误。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StLoadGerberDialog,wrong die tech file.,芯片工艺文件错误。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StLoadGerberLayoutDialog,Red mean no layer info or polygon error,红色表示没有层信息或多边形错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StLoadGerberLayoutDialog,Red mean no layer information or polygon point error,红色表示没有层信息或多边形点错误,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StLoadGerberLayoutDialog,wrong layer tech file.,层工艺文件错误。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StLoadGerberLayoutDialog,wrong die tech file.,芯片工艺文件错误。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,StLoadLayoutDxfDialog,Red mean no layer info or polygon error,红色表示没有层信息或多边形错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StLoadMaterialMatrixDialog,Expression is error.,表达式错误。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StLoadlayoutGdsDialog,Red mean no layer info or polygon error,红色表示没有层信息或多边形错误,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,StLoftBodyDialog,"The name is empty, please input a valid name.",名称为空，请输入名称。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StLumpedPortDialog,The lumped port name cannot be empty. Please enter a name.,集总端口名称不能为空，请输入名称。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,StLumpedPortDialog,The %1 name cannot be empty. Please enter a name.,该%1的名称不能为空，请输入一个名称。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StMaterialEditor,Anisotropic thermal conductivity dimensions are incorrect.,"各向异性热导率维数错误，必须是{1,0,0,0,1,0,0,0,1}格式。",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StMaterialEditor,Matrix dimension error. The matrix must be in 3*3 format.,矩阵维数错误，矩阵必须是3*3的格式。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StMaterialEditor,The material name is empty. Please input a material name.,材料名称为空，请输入材料名。,材料,检查材料名称是否重复、材料模块是否支持当前物理场、参数格式和损耗设置是否正确。
st_Chinese.ts,StMaterialEditor,Anisotropic relative permittivity dimensions are incorrect.,"各向异性相对介电常数维数错误，必须是{1,0,0,0,1,0,0,0,1}格式。",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StMaterialEditor,Anisotropic electrical conductivity dimensions are incorrect.,"各向异性电导率维数错误，必须是{1,0,0,0,1,0,0,0,1}格式。",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,StMaterialEditor,Anisotropic relative permittivity format check error.,"各向异性相对介电常数检查格式错误，必须是{1,0,0,0,1,0,0,0,1}格式。",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
